time,wx,wy,wz
34824,-1.6,1.8,0.2
34830,-0.8,1.2,0.4
34836,-1.1,1.4,0.8
34842,-1.8,2.5,0.3
34849,-1.9,0.4,-0.2
34855,-1.4,1.7,0.0
34861,-0.9,2.4,0.0
34867,-0.5,1.8,0.0
34874,-1.1,-0.1,1.1
34880,-1.6,2.8,0.0
34886,-1.2,1.4,0.5
34892,-1.6,1.5,0.7
34899,-0.7,2.4,0.4
34905,-0.7,1.8,0.2
34911,-1.1,0.9,0.6
34917,-1.3,0.7,0.2
34924,-0.1,-0.3,-0.7
34930,-0.9,-0.4,0.0
34936,-2.1,2.8,0.7
34942,-1.1,-0.1,0.6
