time,ax,ay,az
13421,-253,811,-472
13442,-257,807,-486
13463,-246,813,-484
13469,-270,790,-475
13475,-251,819,-481
13481,-252,822,-477
13488,-257,801,-470
13494,-253,811,-471
13500,-256,810,-471
13506,-250,825,-471
13513,-255,811,-476
13519,-259,802,-467
13525,-262,805,-470
13531,-261,829,-475
13538,-250,823,-476
13544,-258,805,-469
13550,-271,811,-467
13556,-249,812,-471
13563,-252,811,-461
13569,-245,810,-465
