time,wx,wy,wz
43626,-2.8,0.4,-0.4
43661,-2.5,4.9,1.2
43696,-1.6,0.0,0.4
43707,-3.7,1.8,1.0
43757,-2.9,0.7,1.1
43763,-3.5,0.0,2.1
43769,-3.7,-1.6,1.0
43775,-3.0,0.6,0.9
43782,-4.0,2.3,-0.2
43788,-6.4,1.6,0.1
43794,-5.3,3.5,1.3
43800,-3.8,2.2,-1.1
43807,-1.1,2.0,-0.7
43813,-0.3,1.4,1.4
43819,-1.4,0.2,1.6
43825,0.9,5.2,1.4
43832,1.0,0.1,0.2
43838,-1.6,3.3,1.2
43844,-2.1,1.7,1.8
43850,0.2,1.1,1.3
