time,wx,wy,wz
33009,-2.8,3.1,-2.1
33015,-3.0,0.8,-1.7
33106,-0.9,4.1,0.9
33127,-3.3,2.4,-0.2
33134,-3.8,5.6,0.0
33140,-2.1,-1.7,-1.8
33146,-2.8,3.2,-0.1
33152,-2.8,0.1,1.4
33159,-1.4,1.7,0.9
33165,-3.0,-2.2,1.1
33171,-2.6,5.1,0.4
33177,-2.1,-4.4,1.2
33184,-3.0,-0.1,1.1
33190,-1.5,0.7,0.9
33196,-3.0,-1.0,1.6
33202,-3.9,-2.8,1.5
33209,-4.9,4.6,1.9
33215,-1.8,0.6,2.4
33221,-1.1,5.8,0.9
33227,-1.4,0.4,0.7
