time,ax,ay,az
78754,-327,854,-286
78765,-346,881,-286
78857,-337,854,-298
78897,-330,833,-277
78903,-347,858,-293
78909,-361,870,-290
78915,-348,865,-278
78922,-332,873,-280
78928,-299,888,-277
78934,-315,886,-283
78940,-335,875,-278
78947,-352,859,-277
78953,-353,884,-285
78959,-347,873,-274
78965,-349,876,-272
78972,-341,864,-273
78978,-331,875,-282
78984,-320,880,-279
78990,-324,883,-283
78997,-320,880,-294
