time,ax,ay,az
58952,115,921,-281
58982,127,919,-277
58989,122,902,-279
58995,118,918,-288
59001,144,941,-292
59007,131,917,-275
59014,153,889,-282
59020,141,916,-278
59026,137,908,-284
59032,129,906,-280
59039,121,910,-283
59045,139,921,-279
59051,127,919,-275
59057,140,921,-285
59064,143,933,-291
59070,127,916,-272
59076,142,917,-279
59082,136,899,-273
59089,124,903,-273
59095,137,916,-282
