time,ax,ay,az
15757,238,819,-423
15763,285,827,-448
15770,246,812,-430
15776,276,801,-438
15782,253,807,-435
15788,270,833,-445
15795,251,829,-438
15801,268,804,-440
15807,252,805,-446
15813,224,811,-432
15820,282,818,-447
15826,253,814,-439
15832,265,814,-441
15838,269,811,-447
15845,251,809,-439
15851,269,816,-450
15857,270,812,-444
15863,274,817,-449
15870,270,825,-435
15876,298,826,-448
