time,ax,ay,az
62357,-290,953,-11
62363,-288,934,-7
62380,-291,919,-6
62387,-283,946,-4
62399,-274,923,-3
62405,-283,960,-14
62412,-294,949,-8
62418,-287,943,-11
62424,-294,933,-1
62430,-289,935,-9
62437,-292,956,-2
62443,-281,939,-8
62449,-301,921,11
62455,-278,938,-7
62462,-281,954,-1
62468,-279,913,10
62474,-289,950,0
62480,-299,953,8
62487,-277,928,5
62493,-289,938,1
