time,wx,wy,wz
7682,-1.7,1.6,4.0
7703,-2.8,-0.7,3.5
7709,-0.7,-1.4,3.5
7715,-0.2,-2.2,3.5
7721,-2.1,-1.4,3.3
7728,-2.0,-0.5,2.5
7734,0.3,2.6,3.1
7740,0.6,1.2,2.3
7746,-1.4,1.5,1.8
7753,-3.3,2.3,1.8
7759,-3.0,2.8,1.9
7765,-1.6,3.5,1.6
7771,-3.5,1.1,2.1
7778,-3.9,3.2,2.0
7784,-3.3,3.1,3.0
7790,-1.4,-0.8,3.2
7796,-1.2,-0.1,1.6
7803,-0.2,1.6,2.6
7809,5.1,-1.0,4.0
7815,1.9,-0.4,1.6
