time,wx,wy,wz
51899,-2.5,0.2,1.4
51905,0.0,1.7,1.6
51913,-1.9,1.4,0.4
51919,-3.5,0.7,0.3
51925,-2.8,1.1,1.0
51931,-1.3,3.7,1.1
51938,-1.0,2.0,0.3
51944,-1.8,0.3,0.1
51950,-2.9,1.7,1.0
51956,-2.3,1.7,1.1
51963,0.6,2.6,-0.4
51969,-0.4,3.0,0.2
51975,-1.1,1.1,0.3
51981,-0.7,1.9,0.0
51988,-0.9,2.3,-0.4
51994,-0.4,-0.6,-0.5
52000,-0.6,2.5,0.0
52006,-1.8,3.2,0.3
52013,-2.1,1.4,0.6
52019,-1.5,0.7,0.2
